web-scraper-order,web-scraper-start-url,link,link-href,Job Title,Company,Time,Skill,Persyaratan,Job Desc,Location
"1726208657-20","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/technical-support-engineer-civil-engineering/797934cc-82b4-4dbb-8b3b-79d0e559d993?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Technical Support Engineer (Civil Engineering)","PT Midasindo Teknik Utama","Penuh Waktu · Kerja di kantor","SkillsAnalytical SkillsTeamworkCommunication Skills","PersyaratanKerja di kantorMinimal Sarjana (S1)20-28 tahun","Melakukan identifikasi masalah dan memberikan bantuan solusi kepada customer terhadap masalah teknis yang dihadapi client dalam menggunakan software.Memberikan training penggunaan software sesuai dengan kebutuhan client.Bekerja sama dengan Sales Engineer dalam memberikan support teknis ketika melakukan kunjungan ke calon customer.Meningkatkan pengetahuan tentang produk dan menerapkan dalam pekerjaan sehari-hari.
KUALIFIKASI:Pendidikan minimal S1 Teknik Sipil (peminatan sub-jurusan struktur lebih disukai). Memiliki dasar kemampuan yang baik dalam analisis struktur.Fast learning terhadap perkembangan teknologi (software teknik sipil).Bertanggung jawab dan teliti dalam melakukan pekerjaan.Mampu bekerja sama dalam tim.Memiliki kemampuan komunikasi yang baik.Memiliki keinginan untuk terus mengembangkan diri.","Alamat kantorPusat Niaga Roxy Mas Blok C4 No.16
Jl. KH Hasyim Ashari No. 125
Kel. Cideng, Kec. Gambir
Jakarta Pusat 10150 - Indonesia"
"1726208662-21","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/mechanical-electrical-supervisor/5395af50-9878-4a7c-9ee6-31289fd38ffc?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Mechanical Electrical Supervisor","PT Bernofarm Pharmaceutical","Penuh Waktu · Kerja di kantor","SkillsPlanning & SchedulingProject CoordinationProject PlanningCross-functional Team LeadershipMechanical EngineeringElectricityProject ManagementMaintenance Engineering","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Sarjana (S1)25-40 tahunLaki-laki saja","Tanggung jawab utama :Membuat timeline dan memastikan timeline Project sesuai dengan targetMembuat jadwal untuk preventive dan maintenance MesinMemastikan jadwal preventive berjalan sesuai dengan rencana
Kualifikasi :Pendidikan Min. S1 Teknik Mesin / Teknik Elektro / Teknik IndustriMempunyai pengalaman kerja min. 2 tahun di bidang yang samaPengalaman di bidang mekanik dan listrik terutama di industri Farmasi, terbiasa memimpin sebuah team, mampu bekerja dibawah tekanan, bisa bekerja dengan deadlineMemahami gambar kerja dalam CAD dan wiring diagram listrikMemahami HVAC dan dasar-dasar mechanical mesin Mempunyai kemampuan bekerja secara multitaskingMampu membuat rencana dan target sebuah project Familiar bekerja di area Mekanik dan ListrikIntermediate skill in Microsoft office (word, excel, power point, outlook)Bersedia ditempatkan di Sidoarjo, Jawa Timur","Alamat kantorJl. Gatot Subroto No.68, Tebel Barat, Tebel, Kec. Gedangan, Kabupaten Sidoarjo, Jawa Timur 61252"
"1726208667-22","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/bim-mechanical-electrical/a8a701ad-c76a-4c53-9d95-16181995a083?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","BIM MECHANICAL ELECTRICAL","PT. Anarta kreasindo","Penuh Waktu · Kerja di kantor","SkillsCADTeamworkRevit","PersyaratanKerja di kantor3 - 5 tahun pengalamanMinimal Sarjana (S1)","Qualifications:
Recognised relevant qualification in Mechanical, Electrical, Plumbing (MEP) and/or similar areaStrong knowledge, skills, and experience in BIM applications such as Revit, Navisworks and BIM360 etc. as well as relevant AutodeskStrong understanding of infrastructure and building projects and coordination between various disciplines in a BIM model including clash detectionExperience minimal 2 years use BIM Softwares (Revit) Modeler MEP;Good analytical and communication skills both Bahasa and English
Responsibilities:Create modeling MEP LOD 500Coordination between BIM disciplines for 0 clashesSupport engineer team for shopdrawingSupport field team for coordinate (using Naviswork)Ready to work overtime according to the needs of the engineer team","Alamat kantorPlaza 3 Pondok Indah Blok E 12, Jl. Maria Walanda Maramis Kel, RT.4/RW.17, Pondok Pinang, Kebayoran Lama, South Jakarta City, Jakarta 12310"
"1726208681-23","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/engineering-mechanical-maintenance/c6a4fbf3-3442-402c-b187-0bed440af09e?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Engineering - Mechanical (Maintenance)","FA Merak","Penuh Waktu · Kerja di kantor","SkillsMachine OperatorAdministrationMaintenance Engineering","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal SMA/SMK","Deskripsi Pekerjaan:Paham tentang system kerja permesinan. Mengatur dan Mengontrol pekerjaan, perawatan, perbaikan mesin dan perangkat pendukung. Meminimalisir downtime produksi dan distribusi. Mengisi Form maintenance yang berlaku.
Kualifikasi:Usia maksimal 30 tahunPendidikan minimal SMK/D3/S1 pada Jurusan Teknik MesinBersedia bekerja dibawah tekanan, disiplin, jujur & komunikatifDiutamakan berpengalaman minimal 1 tahun sebagai maintenancePaham mengenai Kelistrikan, Ketel Uap/Boiler, Genset, Kompresor, Forklift, Hoist CraneMemiliki keahlian pengelasan lebih diutamakanBerdomisili di wilayah Bandung/Kab. Bandung","Alamat kantorJl. Waas No.41, Sukasari, Kec. Pameungpeuk, Bandung, Jawa Barat 40376"
"1726208684-24","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/teknisi-mechanical-and-plumbing/73f00f5e-7ea9-4af7-8e71-16cc766fe796?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Teknisi Mechanical & Plumbing","PT Perkasa Tehnik","Kontrak · Kerja di kantor","SkillsPlumbingWelding SkillsMechanical","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Sarjana (S1)23-37 tahunLaki-laki saja","- Pria maksimal usia 37 tahun- Pendidikan minimal D4/S1- Pengalaman minimal 1 tahun- Paham mengelas (Welding)- Paham tentang mesin-mesin alat berat- Paham tentang pompa-pompa","Alamat kantorJl. Wolter Monginsidi No.60C, RT.2/RW.4, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170"
"1726208687-25","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/technician-mechanical-maintenance/f42c79cc-7077-4966-b7e2-3e0f0d33ccc4?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Technician Mechanical Maintenance","Berlian Artha Label","Penuh Waktu · Kerja di kantor","SkillsTechnicianTeamworkMechanical","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Sarjana (S1)","BAL adalah perusahaan yang bergerak di industry pembuatan Garment's Woven Label, Printed Label and Offset Printing yang sedang berkembang dengan cepat.Menjadi salah satu nominated supplier brand International H&M.
Jika Anda tidak hanya ingin sekedar bekerja, namun juga mau maju bersama dan menjadi bagian dari perusahaan, kami tunggu resume Anda. 
Persyaratan:
Minimum Lulusan (S1) Electrical Engineer, Mechanical Engineering, Teknik KelistrikanPengalaman minimum 3 years di Garment's industry;Pengalaman spesifik dalam Dornier Air Jet Weaving Machine dan Staubli JacquardKemampuan dalam membaca dan memahami schematic diagram dan manual teknis.

Tugas & Tanggung Jawab:
Melakukan kalibrasi dan penyesuaian mesin untuk meningkatkan efisiensi dan kualitas produk.Melakukan pemeliharaan preventif dan korektif pada Dornier Air Jet Weaving Machine dan Staubli Jacquard.Melakukan pemeriksaan rutin dan mengganti komponen yang aus atau rusak.Memberikan pelayanan teknis kepada Departemen atau Divisi lainnya yang membutuhkan bantuan terkait kegiatan operasional kelistrikan.Mengidentifikasi dan memperbaiki gangguan mesin secara cepat untuk meminimalisir waktu henti.Bekerja sama dengan tim produksi dan manajer untuk merencanakan dan melaksanakan jadwal pemeliharaan.

Benefits :Bekerja 6 hari dalam seminggu, Senin hingga SabtuBonus Bulanan: Berdasarkan kinerja pribadi & kinerja perusahaanBonus Tahunan: Berdasarkan kinerja perusahaan & pribadiQuarterly Team Celebration & Annual Rewards Trip: Berdasarkan kinerja perusahaanFull Employment: Status kepegawaian tetap & full timeBPJS KetenagakerjaanTunjangan Hari Raya (THR) Jika Anda tidak ingin sekedar bekerja, namun juga belajar bersama di Sekolah Kehidupan ini, kami tunggu Anda sebelum tanggal 15  September 2024. ACTION sekarang juga!
All CVs will be handled strictly confidential and only shortlisted candidates will be contacted.","Alamat kantorJL. Lingkungan IV (Prepedan Raya) NO. 23 A, RT/RW.011/009, Kamal, Kalides, Jakarta Barat, DKI Jakarta, 11810"
"1726208690-26","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/mechanical-engineer-for-loss-adjuster-pekanbaru-based/ca1fd4fe-992e-45d8-903b-16ae9703cef6?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Mechanical Engineer for Loss Adjuster (Pekanbaru based)","Charles Taylor Adjusting Indonesia","Penuh Waktu · Remote/Dari rumah","SkillsElectricityEnglish LanguangeSurveyingMicrosoft OfficeMechanical Engineering","PersyaratanRemote/Dari rumah1 - 3 tahun pengalamanMinimal Sarjana (S1)22-30 tahunLaki-laki saja","Role OverviewReporting to the head of PCTSR Department, the Mechanical Engineer for Loss Adjuster investigates insurance claims on behalf of the insurer. They promptly visit the damaged object to obtain all necessary facts once a claim is logged. 
Responsibility:To carry out survey/inspection of machinery damages particular occurring within various industries to ascertain, nature, circumstances and extent of damage sustained.To prepare concise, comprehensive reports in a timely manner, adhering to the guidelines set out by the company.To be available for surveys outside regular working hours, including weekends and public holidays as and when required. To ensure daily reporting of movements when working offsite, via text or e-mail.  Requirements:Candidate must possess at least Bachelor's Degree in Mechanical Engineering and graduated from overseas university (degrees taught in English)Prepared to work as Team and willing to travel throughout Indonesia particularly in remote areaGood command in English (proved by TOEFL score min. 600 or IELTS score 6.5)Computer Literate, willing to work under tight deadline and adapt to desk-bound and remote working schemeHaving driving license (SIM A) would be an advantage Willing to travel throughout Indonesia (remote area) and work in flexi-time hoursFull-Time position(s) available. Working scheme:Remote working.
Home base:Pekanbaru.","Alamat kantorA Charles Taylor Adjusting Company
Gedung Artha Graha, Lantai 22, Jl. Jend. Sudirman Kav. 52-53 Jakarta 12190 Indonesia"
"1726208695-27","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/technical-support-engineer-electrical/bf09c6dd-0628-4fcd-b41b-3de2afd81f7b?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Technical Support Engineer (Electrical)","Hidronav","Penuh Waktu · Kerja di kantor","SkillsProblem Solving SkillsCustomer ServiceDronemappingCommunication SkillsPhotogrametrySelf LearningElectricalTeamworkGNSSGPS","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)","Job Description:Performing a thorough diagnosis of malfunctioning products, identifying the root cause of the problem, and carrying out necessary repairs.Conducting routine and preventive product maintenance to ensure optimal performance and prevent future issues.Providing responsive and professional technical assistance to clients through various communication channels, including phone, email, and on-site visits.Providing training and demonstrations to clients on properly operating, installing, and maintaining products.Documenting problems, solutions, and troubleshooting procedures in a clear and structured manner.Managing inventory of spare parts and tools, ensuring the availability of necessary parts for repairs.Contributing to product development by providing feedback on technical issues and potential improvements.Collaborating with logistics, sales, and manufacturing teams to ensure smooth operations and client satisfaction.
Qualification:D4 or S1 of Electrical Engineering, Geomatics, or a related field.1+ years of experience in technical support or product repair is preferred (Fresh Graduates welcome to apply).A strong understanding of electronic, mechanical, software principles, and geospatial concepts.Ability to work both independently and as part of a team.Excellent problem-solving skills and strong analytical abilities.Technical support experience in Drones, GPS, Lidar, etcWillingness to travel as required","Alamat kantorJl. Pondok Bambu Batas No.10, Pondok Bambu, Duren Sawit, Jakarta 13430, Indonesia"
"1726208700-28","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/mechanical-engineering/e3a66227-f208-4026-bb83-a76f8776a1e2?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Mechanical Engineering","PT Mahadaya Karya Sentosa","Penuh Waktu · Kerja di kantor","SkillsMechanical Engineering","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal SMA/SMK20-35 tahunLaki-laki saja","- Pria usia max 35 th- Pendidikan min. SMK Sederajat - Memiliki pengalaman kerja sebagai mekanik manufaktur - Jujur dan bertanggungjawab- Sehat jasmani dan tidak buta warna","Alamat kantorRuko Sentra Tropodo Blok C No 21 Kec Waru Kab Sidoarjo"
"1726208703-29","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/technical-engineer-mesin-pendingin/c079e5c3-892f-4ed6-b19f-fc2cbabdb333?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Technical Engineer-Mesin Pendingin","mochi mochio","Penuh Waktu · Kerja di kantor","SkillsSafety Management SystemsMesin PendinginMechanical EngineeringElectricity","PersyaratanKerja di kantor3 - 5 tahun pengalamanMinimal SMA/SMKLaki-laki saja","Technical Engineer
Job DescriptionsMelakukan instalasi, perawatan, dan perbaikan peralatan atau sistem teknis.Menganalisis masalah dan mencari solusi yang tepat.Melakukan pemeliharaan rutin dan perbaikan berdasarkan jadwal yang ditentukan.Melakukan uji coba dan pengujian peralatan untuk memastikan kinerjanya.Melaporkan hasil pekerjaan, temuan, dan tindakan perbaikan kepada manajemen.Memastikan pematuhan terhadap prosedur keamanan dan regulasi teknis.Membantu dalam pengadaan suku cadang dan perlengkapan teknis.
Job RequirementsPendidikan minimal SMA atau setara, preferensi di bidang teknik mesin pendingin. mesin Chiller, Freezer. Pengalaman kerja sebagai Teknikal Engineer atau posisi serupa diutamakan.Pengetahuan teknis yang baik dalam bidang Mechanical dan system mesin pendingin.Kemampuan analitis dan pemecahan masalah yang baik..Keahlian dalam pengoperasian peralatan dan instrumen teknis.Kepatuhan terhadap prosedur keamanan dan aturan teknis.Kemampuan komunikasi yang baik dan mampu bekerja dalam tim.","Alamat kantorKomp. Rasa sayang Blok C.27 Grogol Petamburan"
"1726208709-30","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=3","","https://glints.com/id/opportunities/jobs/mechanical-supervisor/9cb2ea66-4043-478c-aac5-3347d3cc6f9c?utm_referrer=explore&traceInfo=df98b2247dec504cb68f038095c44d74","Mechanical Supervisor","PT GLOBAL Hydro Indonesia","Penuh Waktu · Kerja di kantor","SkillsMechanical EngineeringMechanicalMechanical Design","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Sarjana (S1)","Qualifications & ExperienceExceptional mechanical knowledge and hands-on experienceAbility to work independently and collaboratively within a teamWillingness to travel frequently for extended periods to project sites across the country and the South-East Asia regionProficiency in English, both verbal and written, is essentialStrong analytical and problem-solving abilitiesHigh attention to detailExcellent communication skillsHighly organized and proactiveStrong teamwork and collaboration capabilities
Tasks & ResponsibilitiesProficient in reading and interpreting mechanical drawingsCapable of preparing work schedules, identifying necessary equipment and tooling, and completing tasks within specified timeframesExperienced in leading small teams for installation, service, and maintenance activitiesSkilled in diagnosing existing problems and providing effective solutionsAdherence to mechanical installation, service, maintenance, and safety procedures
BenefitsBPJS Ketenagakerjaan and BPJS KesehatanPrivate Health InsuranceTHR (Tunjangan Hari Raya)Competitive SalaryFree breakfast every weekday (Monday-Friday)","Alamat kantorJl. Jalur Sutera No.1 Kav.16A, Kunciran, Pinang, Tangerang, Banten 15144, ID"
"1726209548-31","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/technical-engineer-mesin-pendingin/c079e5c3-892f-4ed6-b19f-fc2cbabdb333?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Technical Engineer-Mesin Pendingin","mochi mochio","Penuh Waktu · Kerja di kantor","SkillsSafety Management SystemsMesin PendinginMechanical EngineeringElectricity","PersyaratanKerja di kantor3 - 5 tahun pengalamanMinimal SMA/SMKLaki-laki saja","Technical Engineer
Job DescriptionsMelakukan instalasi, perawatan, dan perbaikan peralatan atau sistem teknis.Menganalisis masalah dan mencari solusi yang tepat.Melakukan pemeliharaan rutin dan perbaikan berdasarkan jadwal yang ditentukan.Melakukan uji coba dan pengujian peralatan untuk memastikan kinerjanya.Melaporkan hasil pekerjaan, temuan, dan tindakan perbaikan kepada manajemen.Memastikan pematuhan terhadap prosedur keamanan dan regulasi teknis.Membantu dalam pengadaan suku cadang dan perlengkapan teknis.
Job RequirementsPendidikan minimal SMA atau setara, preferensi di bidang teknik mesin pendingin. mesin Chiller, Freezer. Pengalaman kerja sebagai Teknikal Engineer atau posisi serupa diutamakan.Pengetahuan teknis yang baik dalam bidang Mechanical dan system mesin pendingin.Kemampuan analitis dan pemecahan masalah yang baik..Keahlian dalam pengoperasian peralatan dan instrumen teknis.Kepatuhan terhadap prosedur keamanan dan aturan teknis.Kemampuan komunikasi yang baik dan mampu bekerja dalam tim.","Alamat kantorKomp. Rasa sayang Blok C.27 Grogol Petamburan"
"1726209551-32","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/mechanical-electrical/508ad115-7dc7-4fba-863b-402322b66d65?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Mechanical Electrical","Happy Puppy Group","Penuh Waktu · Kerja di kantor","SkillsMechanical EngineeringCommunicative","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)20-35 tahunLaki-laki saja","Happy Puppy Group ( Happy Puppy Karaoke Keluarga, Suka Suka Karaoke Keluarga, Happup KTV, Blackhole KTV & Club dan QQ KTV) saat ini sedang mencari talent terbaik untuk posisi
Mechanical Electrical
PriaUsia Maksimal 35 TahunPendidikan Minimal D3 Jurusan Teknik Elektronika, Teknik ListrikPengalaman minimal 2 tahun sebagai mechanical electricalMampu melakukan pengoperasian sound system dan mixer digitalMampu melakukan perbaikan perangkat elektronik dan perawatannyaMampu melakukan pengoperasian instalasi listrik, instalasi ACPaham dan mengerti perbaikan gedung (Menjadi nilai tambah)Bersedia bekerja mobilePenempatan Jakarta Barat
Benefit :Jenjang karierTunjangan jabatan, pangkat, dan kerajinanBPJS Ketenagakerjaan dan kesehatan Gathering Lingkungan kerja yang nyaman","Alamat kantorJl HR Muhammad 73B Surabaya, Jawa Timur"
"1726209561-33","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/mechanical-engineering/f575f4f9-e097-4a88-906c-302e95f61ca8?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Mechanical Engineering","THE LAGOON BALI POOL HOTEL & SUITES","Penuh Waktu · Kerja di kantor","SkillsMechanical EngineeringProblem Solving SkillsMechanicalPositive AttitudeCustomer ServiceMaintenance Engineering","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal SMA/SMK","JOIN OUR TEAM & SHARE OUR PASSION FOR EXCELLENCEWe are inviting Potential Candidates.","Alamat kantorJl. Raya Legian 363, Legian - Kuta, Bali 80361"
"1726209566-34","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/mechanical-engineering/4e6cd03e-b9ad-478d-9a64-7a4bd0039cf9?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Mechanical Engineering","PT. DJAJA HARAPAN MAKMUR","Penuh Waktu · Kerja di kantor","SkillsMechanical","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal SMA/SMK","KUALIFIKASIPRIA/WANITA MIN LULUSAN SMK/STM/S1 TEKNIK MESIN MIN 2 TAHUN PENGALAMAN TEKNISI/MEKANIK MESINPENEMPATAN JAKARTA UTARA","Alamat kantorJl. Krekot Jaya Molek No.2 blok E, RT.2/RW.7, Pasar Baru, Sawah Besar, Central Jakarta City, Jakarta 10710"
"1726209569-35","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/mechanical-elelctrical-engineer-teknisi-listrik-mesin/14a98447-3d4e-405f-b86d-5b23857af8a7?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Mechanical Elelctrical Engineer (Teknisi Listrik Mesin)","PT Fastek Group Indonesia","Kontrak · Hybrid","SkillsTeamworkAir ConditioningGensetElektrikalLas Machine Operator","PersyaratanHybrid1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)","LOWONGAN KERJA - TEKNISI MEKANIKAL ELEKTRIKAL ELEKTRONIKAL PLUMBING (MEEP)
Fastek, perusahaan yang bergerak di bidang Mekanikal, Elektrikal, Elektronikal, dan Plumbing (MEEP), perakitan Panel dan Genset. membuka kesempatan bagi Anda yang berkompeten dan bersemangat untuk bergabung sebagai Teknisi.
Kualifikasi:Pria, usia maksimal 40 tahun.Memiliki pengetahuan dasar dan kemampuan teknis dalam bidang Mekanikal, Elektrikal, Elektronikal, dan Plumbing.Pengalaman minimal 1-2 tahun sebagai teknisi, lebih diutamakan jika memiliki pengalaman sebagai maintenance gedung Hotel, pabrik atau IPSRS (Instalasi Pemeliharaan Sarana Rumah Sakit).Mempunyai kemauan belajar yang tinggi dan selalu siap meningkatkan kemampuan diri.Pekerja keras, bertanggung jawab, dan mampu bekerja di bawah tekanan.Bersedia ditugaskan keluar kota sesuai kebutuhan perusahaan.Mampu bekerja secara tim maupun individu.Bisa menyetir mobil dan memiliki SIM A aktif.Memiliki pemahaman dasar tentang keselamatan kerja (K3) menjadi nilai tambah.Memiliki sertifikat kompetensi (Serkom) atau Sertifikat Kompetensi Kerja (SKK) menjadi nilai tambahTanggung Jawab Pekerjaan:Melakukan perawatan, perbaikan, dan instalasi di bidang Mekanikal, Elektrikal, Elektronikal, dan Plumbing.Menyelesaikan masalah teknis yang terjadi di lokasi kerja, termasuk gedung, hotel, atau fasilitas lain yang membutuhkan perawatan.Berkoordinasi dengan tim terkait untuk menjaga kelancaran operasional di lapangan.Fasilitas:Gaji kompetitif sesuai dengan pengalaman dan kemampuan.Tunjangan perjalanan dinas keluar kota.Peluang untuk pengembangan karir.Jika Anda memenuhi kualifikasi di atas, segera kirimkan CV dan surat lamaran Anda ke [alamat email atau kontak perusahaan].
Bergabunglah dengan kami untuk terus berkembang dan memberikan solusi terbaik!","Alamat kantorJl. Bulustalan IIIA No.397 A, Bulustalan, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50246"
"1726209573-36","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/technical-solar-engineer/2b877360-5efe-478d-a98c-e416ce77b8c5?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Technical Solar Engineer","PT. Enertelindo Kencana","Penuh Waktu · Kerja di kantor","SkillsAnalytical SkillsEngineerProblem Solving SkillsElectricity","PersyaratanKerja di kantor1 - 3 tahun pengalamanMinimal Diploma (D1 - D4)","Requirements:Diploma / Bachelor's degree in Electrical EngineeringKnowledge of solar energy systems and associated componentsAbility to design and develop solar energy systemsStrong problem solving skillsHave Sim A - Driving LicenseMinimum 2 years experience in project or trading company dealing with electrical industry Able to communicate in englishWilling to travel","Alamat kantorRukan Fatmawati Mas Blok i- 120 C, Jl. RS Fatmawati , Cilandak Barat , Jakarta Selatan"
"1726209577-37","https://glints.com/id/opportunities/jobs/explore?keyword=mechanical+engineer&country=ID&locationName=All+Cities%2FProvinces&lowestLocationLevel=1&page=2","","https://glints.com/id/opportunities/jobs/technical-support-engineer/f0c1dd5a-9acd-4e5f-a5e4-4aa327c9d704?utm_referrer=explore&traceInfo=e765361cc8ed8f414920fda071aa7d07","Technical Support Engineer","PT LENMARC EXA ABADI DIGITAL","Magang · Hybrid","SkillsRed Hat LinuxLinux System AdministrationGoogle Cloud PlatformAmazon CloudStrong Communication Skills","PersyaratanHybrid1 - 3 tahun pengalamanMinimal Sarjana (S1)","Jika Anda tertarik dan jatuh cinta bahkan sampai cinta mati dengan posisi Developer, mari bergabung di Magang Term 1 2024 INDOGO 3 Bulan
Keuntungan :1. Selama 3 magang jika lulus test, KPI, OKR, ada pengganti uang hadir, uang transportasi dan uang makan2. Mendapatkan training, coaching, mentoring dan enlightment tentang pengembangan diri dan karir ke depan3. Bisa berkarya WFO/WFH/WFA
Waktu Bekerja :Senin – Jumat 08.00 – 17.00 | Sabtu tentative 08.00 – 13.00
Tanggung Jawab Pekerjaan :Memberikan dukungan teknis kepada pelanggan yang menggunakan layanan cloud (Google Cloud dan/atau AWS).Mengidentifikasi, mendiagnosis, dan menyelesaikan masalah teknis terkait infrastruktur cloud dan server Linux.Mengelola dan mengimplementasikan automation untuk meningkatkan efisiensi operasional.Berkolaborasi dengan tim pengembangan untuk optimasi layanan cloud.Membuat dan memelihara dokumentasi teknis.
Keahlian :Linux, Google cloud atau Amazon cloud, Google Cloud API (compute engine) dan atau Amazon cloud API, automation, mengerti konsep container, docker, kubernetes, fluent menggunakan google cloud, memahami PHP

Persyaratan:Pria / WanitaPendidikan Min. S1 Bidang terkaitTertarik bekerja di bidang Produk Software ITBersedia bekerja secara WFA/WFH dan memiliki laptop pribadiFasih dalam penggunaan Google Cloud Platform (GCP) dan/atau Amazon Web Services (AWS), dengan pengalaman praktis dalam mengelola infrastruktur cloud.Memiliki keahlian yang kuat dalam sistem operasi Linux, termasuk troubleshooting dan pengelolaan server.mengerti konsep container, docker, kubernetesfluent menggunakan google cloudmemahami PHPPengalaman dalam pemrograman web dan integrasi dengan Google Cloud API (Compute Engine) dan/atau Amazon Cloud API.Pemahaman mendalam tentang automation, termasuk pengalaman dalam menggunakan tools seperti Terraform, Ansible, atau skrip shell.Kemampuan untuk menerapkan Pareto's Law dalam pekerjaan untuk meningkatkan produktivitas dan efisiensi.Antusiasme tinggi untuk memecahkan masalah teknis dan ambisi untuk terus belajar dan berkembang dalam teknologi cloud.Kemampuan komunikasi yang baik dan mampu bekerja dalam tim yang dinamis.","Alamat kantorJl. Ir. H. Djuanda 70, Kec. Coblong, Bandung 40135"
