web-scraper-order,web-scraper-start-url,link,link-href,linked,linked-href,Job Title,Company,Time,Job Desc,Kualifikasi
"1726207416-151","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78649250?type=standout&ref=search-standalone&origin=jobCard#sol=591374d55554ad99cb90a730ec93a828396db452","Mechanical Engineer","PT Utama Nilai Sentosa","Full time","Fresh graduate applicants are encourage to apply",""
"1726207416-152","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78649250?type=standout&ref=search-standalone&origin=jobCard#sol=591374d55554ad99cb90a730ec93a828396db452","Mechanical Engineer","PT Utama Nilai Sentosa","Full time","Graduated from reputable university",""
"1726207418-153","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78473182?type=standout&ref=search-standalone&origin=jobCard#sol=737ab5c2e9330b034cd8c197cef3a3b354a9ec44","Mechanical Engineer","PT CNC Disain Nusantara","Full time","",""
"1726207421-154","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78781974?type=standard&ref=search-standalone&origin=jobCard#sol=d8b93b136bbbe996297136cebe25f12c5418493a","Project Engineer - Trading - Surabaya (ID: 143271)","PT. PERSOLKELLY Recruitment Indonesia","Full time","",""
"1726207423-155","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78782431?type=standout&ref=search-standalone&origin=jobCard#sol=37d546a931775e00edbbf10e13efbeddcd1c4eb3","Field Service Representative","PT Ebara Turbomachinery Services Indonesia","Full time","",""
"1726207425-156","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78686373?type=standout&ref=search-standalone&origin=jobCard#sol=ac1ad56416ce6d7f3c87d245ddc1f0b132b20077","MEP Inspector","Agung Sedayu Group","Full time","",""
"1726207428-157","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78772591?type=standout&ref=search-standalone&origin=jobCard#sol=73137fa23560220e748e58c243d5a732c9e68662","Mechanical Engineering","Testing, Inspection & Consultant Company","Full time","",""
"1726207430-158","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78771813?type=standout&ref=search-standalone&origin=jobCard#sol=737cad695c986be132e6c50c923709c8e65abaa0","OFFICER - AIRPORT MECHANICAL","PT Amman Mineral Nusa Tenggara","Full time","",""
"1726207432-159","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78780508?type=standout&ref=search-standalone&origin=jobCard#sol=dc55a9e9b33b5819342f922f4b094ca5493b91b7","Staf Engineering - Budget and Control","PT Sahabat Hijau Lestari","Full time","",""
"1726207435-160","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78713853?type=standout&ref=search-standalone&origin=jobCard#sol=570cced699dc3727c5848e1830300fd2d8bae6f7","Maintenance Lead - Printing / Packaging Manufacture - Pasuruan","PT. PERSOLKELLY Recruitment Indonesia","Full time","",""
"1726207437-161","https://id.jobstreet.com/id/mechanical-jobs","2","https://id.jobstreet.com/id/mechanical-jobs?page=2","","https://id.jobstreet.com/id/job/78755212?type=standard&ref=search-standalone&origin=jobCard#sol=41eaa3624dd2c13cc1df338c00d3f42e40bbf4c1","Jr. Planner Polymer Production Engineer","PT Suprabakti Mandiri","Full time","",""
